,capital,latitud_dec,altitud,num_hab,zona_comarcal,longitud_dec
2623,Eslava,42.56457278,545.0,127,743102,-1.45853813
2624,Eslida,39.87928444,378.0,877,771204,-0.30753784
2625,Espadaña,41.06215985,783.0,34,673701,-6.28519695
2626,Espadañedo,42.11638665,1036.0,127,674901,-6.39412907
2627,Espadilla,40.02668204,294.0,96,771203,-0.35523683
2628,Esparragalejo,38.94282883,231.0,1498,700601,-6.43588312
2629,Esparragosa de Lares,38.97455695,458.0,987,700602,-5.27081265
2630,Esparragosa de la Serena,38.64976324,448.0,1058,700603,-5.60615289
2631,Esparreguera,41.54123747,186.0,21685,690803,1.86885891
2632,Espartinas,37.38262852,129.0,14723,614102,-6.12488688
2633,Esparza de Salazar/Espartza Zaraitzu,42.85407917,704.0,82,743103,-1.10036130
2634,Espeja,40.56543460,695.0,258,673701,-6.71612566
2635,Espeja de San Marcelino,41.80215339,1034.0,173,674201,-3.22091035
2636,Espejo,37.68083913,424.0,3474,611403,-4.55377679
2637,Espejón,41.83090549,1033.0,190,674201,-3.25914893
2638,Espelúy,38.03224667,284.0,707,612303,-3.86214441
2639,Espera,36.87151829,118.0,3912,611102,-5.80597479
2640,Espiel,38.18906775,556.0,2438,611401,-5.01731472
2641,"Espinar, El",40.71809343,1189.0,9654,674002,-4.24753031
2642,Espinelves,41.86884532,750.0,196,691702,2.41749953
2643,Espino de la Orbada,41.10598179,799.0,275,673701,-5.42427226
2644,Espinosa de Cerrato,41.96825065,868.0,181,673402,-3.95158752
2645,Espinosa de Cervera,41.89650781,1030.0,101,670904,-3.46880111
2646,Espinosa de Henares,40.90420845,764.0,757,681903,-3.07277016
2647,Espinosa de Villagonzalo,42.48135643,841.0,212,673402,-4.37074266
2648,Espinosa de los Caballeros,41.00911924,858.0,101,670501,-4.65097435
2649,Espinosa de los Monteros,43.07635915,747.0,1840,670901,-3.55285424
2650,Espinosa del Camino,42.40711808,891.0,36,670902,-3.27898856
2651,Espinoso del Rey,39.65239728,723.0,532,684503,-4.78380382
2652,Espirdo,40.99773979,1063.0,1088,674002,-4.07414398
2653,Esplegares,40.85696351,1155.0,41,681901,-2.37048095
2654,"Espluga Calba, L'",41.49488972,433.0,395,692503,1.00375578
2655,"Espluga de Francolí, L'",41.39649294,412.0,3836,694302,1.10289096
2656,Esplugues de Llobregat,41.37211895,81.0,46133,690804,2.08408950
2657,Esplús,41.79839104,277.0,646,622203,0.27475507
2658,Espolla,42.39238049,122.0,417,691703,3.00104933
2659,Esponellà,42.17884901,139.0,458,691702,2.79549985
2660,Esporles,39.66685542,178.0,4940,645401,2.57938287
2661,Espot,42.57655450,1319.0,357,692502,1.08869741
2662,Espronceda,42.59818803,549.0,119,743102,-2.30580541
2663,"Espunyola, L'",42.05372416,753.0,259,690801,1.78370370
2664,"Esquirol, L'",42.03533324,698.0,2188,690801,2.36954116
2665,Esquivias,40.10250566,605.0,5432,684502,-3.76725206
2666,Establés,41.00850734,1151.0,33,681902,-2.02383313
2667,Estada,42.07227382,397.0,215,622202,0.23348884
2668,Estadilla,42.05756948,454.0,822,622202,0.24364967
2669,Estamariu,42.37320251,1079.0,119,692502,1.52322739
2670,"Estany, L'",41.86923785,872.0,407,690802,2.11255619
2671,Estaràs,41.69219421,613.0,176,692503,1.37833145
2672,Estella-Lizarra,42.67184949,421.0,13695,743102,-2.03139856
2673,Estellencs,39.65367759,140.0,344,645401,2.48208552
2674,Estepa,37.28845167,601.0,12667,614103,-4.87659680
2675,Estepa de San Juan,41.92712857,1259.0,7,674201,-2.33453968
2676,Estepona,36.42657668,14.0,66566,612903,-5.14635720
2677,Estercuel,40.85481754,834.0,230,624403,-0.63191615
2678,Zubiri,42.89134136,625.0,2509,743103,-1.53927641
2679,Esterri d'Àneu,42.62786267,956.0,866,692502,1.12329592
2680,Esterri de Cardós,42.59289783,1209.0,72,692502,1.26147622
2681,Estivella,39.71259324,116.0,1387,774602,-0.34812823
2682,Estollo,42.32913796,749.0,94,762602,-2.85031358
2683,Estopiñán del Castillo,41.99596049,718.0,136,622201,0.54285027
2684,"Estrada, A",42.68818959,293.0,21197,713602,-8.48922840
2685,"Estrella, La",39.68705865,558.0,275,684502,-5.09293709
2686,Estremera,40.18481639,642.0,1410,722803,-3.10588334
2687,Estriégana,41.05784722,1097.0,18,681901,-2.52436079
2688,Estubeny,39.01717685,180.0,124,774603,-0.62360276
2689,Estépar,42.27628832,811.0,687,670904,-3.89751306
2690,Etayo,42.61724359,594.0,79,743102,-2.15334906
2691,Etxalar,43.23406534,98.0,819,743101,-1.63719612
2692,Etxarri Aranatz,42.90742080,509.0,2491,743102,-2.06517340
2693,Etxauri,42.79420947,413.0,586,743102,-1.79141502
2694,Doneztebe,43.24590978,41.0,10754,754802,-2.89082182
2695,Erbera,43.25414902,106.0,790,754801,-2.47574648
2696,Eulate,42.77678422,734.0,315,743102,-2.20858103
2697,Oricáin,42.84884609,546.0,1816,743102,-1.64457592
2698,Ezcaray,42.32594879,814.0,2046,762602,-3.01441100
2699,Ezcároz/Ezkaroze,42.88759005,744.0,329,743103,-1.09736075
2700,Santa Lutzi-Anduaga,43.06912307,240.0,609,752002,-2.28154897
2701,Ezkurra,43.08510180,542.0,152,743101,-1.82551059
2702,Ayesa,42.59230073,521.0,46,743102,-1.43138185
2703,Fabara,41.17861328,244.0,1231,625003,0.16695357
2704,Fabero,42.76309425,676.0,4956,672402,-6.62808848
2705,Facheca,38.73467536,769.0,104,770301,-0.26771337
2706,Fago,42.73431268,897.0,24,622201,-0.86481074
2707,Falces,42.38908041,295.0,2443,743104,-1.79601993
2708,Falset,41.14560840,361.0,2838,694305,0.82092617
2709,Famorca,38.73219338,684.0,52,770301,-0.24604552
2710,Fanlo,42.58713593,1336.0,118,622201,-0.01930863
2711,Fanzara,40.01933099,231.0,323,771203,-0.31645961
2712,"Far d'Empordà, El",42.25212616,43.0,563,691703,2.99619535
2713,Faraján,36.61642850,630.0,253,612902,-5.18909256
2714,Faramontanos de Tábara,41.83474695,707.0,373,674902,-5.88864342
2715,Fariza de Sayago,41.42006427,701.0,581,674902,-6.27081496
2716,Farlete,41.68234305,417.0,407,625003,-0.50528092
2717,Burg,42.49716498,1360.0,125,692502,1.27197118
2718,Fasnia,28.23925196,462.0,2846,659603,-16.43968643
2719,"Fatarella, La",41.16245578,487.0,1051,694301,0.47339174
2720,Faura,39.72665412,29.0,3556,774602,-0.26048852
2721,Favara,39.12576138,9.0,2430,774604,-0.29101550
2722,"Fayos, Los",41.87998376,558.0,153,625002,-1.78291990
2723,Fayón,41.24135322,192.0,348,625003,0.33209477
2724,"Febró, La",41.27779340,760.0,40,694305,1.00460558
2725,Felanitx,39.46872493,110.0,17291,645405,3.14917515
2726,Felix,36.86898567,820.0,651,610403,-2.65861622
2727,Fene,43.47301365,35.0,13498,711501,-8.16080473
2728,Feria,38.51193337,550.0,1230,700603,-6.56417320
2729,Fermoselle,41.31856551,669.0,1337,674902,-6.39930021
2730,Fernán Caballero,39.12372035,616.0,1089,681301,-3.90131142
2731,Fernán-Núñez,37.66833878,336.0,9801,611402,-4.71932943
2732,Ferreira,37.17247581,1269.0,326,611802,-3.03620132
2733,Ferreras de Abajo,41.89673021,822.0,578,674902,-6.07968030
2734,Ferreras de Arriba,41.89883821,891.0,420,674902,-6.19301285
2735,Ferreries,39.98257652,138.0,4630,645501,4.00760611
2736,Ferreruela de Tábara,41.76639170,826.0,516,674902,-6.07152962
2737,Ferreruela de Huerva,41.06350920,1017.0,64,624401,-1.23322286
2738,Ferrol,43.48201532,9.0,70389,711501,-8.23491123
2739,Figaró,41.71255278,537.0,1096,690803,2.24743333
2740,"Figuera, La",41.21634383,575.0,118,694305,0.73158797
2741,Figueres,42.26783590,41.0,45444,691703,2.96027805
2742,Figuerola del Camp,41.37180801,495.0,345,694302,1.26522290
2743,Figueroles,40.11748838,363.0,549,771203,-0.23752286
2744,Figueruela de Arriba,41.86880142,857.0,412,674902,-6.44541936
2745,Figueruelas,41.76756534,249.0,1263,625003,-1.17295475
2746,Fines,37.35887254,444.0,2203,610401,-2.26362900
2747,Finestrat,38.56697349,264.0,6265,770303,-0.21176880
2748,Firgas,28.10598434,503.0,7618,659001,-15.56124728
2749,Fiscal,42.49581205,766.0,369,622201,-0.12038129
2750,Fisterra,42.90757962,14.0,4824,711502,-9.26369645
2751,Fitero,42.05613815,420.0,2062,743104,-1.85707158
2752,Fiñana,37.17135438,950.0,2201,610402,-2.84178852
2753,Flaçà,42.05017515,33.0,1041,691703,2.95358208
2754,Flix,41.23110222,43.0,3795,694301,0.55033997
2755,Flores de Ávila,40.93420293,895.0,326,670501,-5.07809713
2756,"Floresta, La",41.51159386,315.0,162,692503,0.91926928
2757,Florida de Liébana,41.02301093,789.0,290,673701,-5.76180262
2758,Mosqueroles,41.73523467,623.0,482,690803,2.45368398
2759,Fogars de la Selva,41.73903942,44.0,1512,690803,2.67967453
2760,Foios,39.53771987,20.0,7094,774602,-0.35654242
2761,Foixà,42.03982728,82.0,320,691703,2.99703717
2762,Folgoso de la Ribera,42.64309230,774.0,1182,672402,-6.31942645
2763,Folgoso do Courel,42.58913680,611.0,1106,712703,-7.19456923
2764,Folgueroles,41.93901910,553.0,2259,690802,2.31949881
2765,Fombellida,41.75041981,889.0,193,674701,-4.18544506
2766,Fombuena,41.14462017,1022.0,54,625002,-1.19252286
2767,Fompedraza,41.53716979,887.0,127,674701,-4.14569192
2768,Foncea,42.61544052,699.0,99,762601,-3.03861488
2769,Fondarella,41.63454577,243.0,838,692503,0.87512433
2770,"Fondó de les Neus, el/Hondón de las Nieves",38.30855695,367.0,2632,770303,-0.85486637
2771,Fondón,36.97993167,846.0,991,610403,-2.85918906
2772,Fonelas,37.41328681,786.0,1050,611802,-3.17521628
2773,Fonfría,40.99589775,1246.0,30,624401,-1.08494654
2774,Fonfría,41.63572908,804.0,843,674902,-6.13988139
2775,Fonollosa,41.76332667,526.0,1429,690802,1.66917921
2776,"Fonsagrada, A",43.12590491,949.0,3960,712703,-7.06732789
2777,"Font d'En Carròs, la",38.91707705,72.0,3796,774604,-0.16826332
2778,"Font de la Figuera, la",38.80692932,531.0,2172,774603,-0.88085940
2779,Guardiola de Font-rubí,41.43708059,660.0,1353,690803,1.58869173
2780,"Vilar d'Urtx, El",42.38582555,1149.0,443,691701,1.89950069
2781,Fontanar,40.72566652,685.0,2349,681903,-3.17591748
2782,Fontanarejo,39.22094845,647.0,282,681301,-4.51765899
2783,Fontanars dels Alforins,38.78460648,626.0,993,774603,-0.78497070
2784,Fontanilles,42.01207333,30.0,160,691703,3.10741059
2785,Fontcoberta,42.14287655,203.0,1442,691702,2.79015688
2786,Fontellas,42.02829450,275.0,958,743104,-1.57502293
2787,Fontihoyuelo,42.16014562,825.0,29,674701,-5.05820145
2788,Fontioso,41.94343488,974.0,56,670904,-3.73864178
2789,Fontiveros,40.93027180,884.0,798,670501,-4.96743565
2790,Fonz,42.01136292,480.0,960,622203,0.25757679
2791,Fonzaleche,42.58126898,559.0,161,762601,-3.01202850
2792,Foradada,41.87687807,438.0,182,692503,1.01398985
2793,Foradada del Toscar,42.40990009,978.0,192,622201,0.35060089
2794,Vulpellac,41.96006964,49.0,1729,691703,3.05439621
2795,Forcall,40.64532958,709.0,500,771201,-0.19995949
2796,Forcarei,42.59140449,585.0,3696,713602,-8.35036648
2797,Forfoleda,41.09706280,789.0,194,673701,-5.74869999
2798,San Francisco Javier,38.70531860,40.0,11545,645301,1.42810370
2799,Formentera del Segura,38.08423377,8.0,4211,770303,-0.74649853
2800,Formiche Alto,40.32426223,1109.0,168,624402,-0.89333295
2801,Fornalutx,39.78221695,143.0,704,645401,2.74130906
2802,Fornells de la Selva,41.93119771,101.0,2479,691702,2.81285895
2803,"Igrexa, A",42.34059105,333.0,1784,713602,-8.45256357
2804,Fortaleny,39.18349516,6.0,1034,774604,-0.31295740
2805,Fortanete,40.50519935,1352.0,201,624402,-0.52295380
2806,Fortià,42.24200453,8.0,710,691703,3.04092186
2807,Fortuna,38.17924102,193.0,9714,733003,-1.12301552
2808,Elexalde Forua,43.33161540,6.0,956,754801,-2.67688483
2809,Forès,41.49449724,858.0,46,694302,1.23884510
2810,Foz,43.56660794,6.0,9899,712701,-7.25698349
2811,Foz-Calanda,40.92308894,495.0,269,624403,-0.26722397
2812,Cimadevila,43.04383206,342.0,2485,711503,-8.27717103
2813,Frades de la Sierra,40.65658436,950.0,220,673702,-5.78368777
2814,Fraga,41.52221149,125.0,14926,622203,0.34897430
2815,"Frago, El",42.27261825,632.0,104,625001,-0.93141632
2816,Frailes,37.48515683,973.0,1648,612304,-3.83774832
2817,"Caridá, A",43.55169778,60.0,3901,633301,-6.82923216
2818,Frandovínez,42.30961119,823.0,98,670904,-3.83792443
2819,Corró d'Avall,41.61778924,181.0,19170,690803,2.29715920
2820,"Frasno, El",41.41393534,688.0,439,625002,-1.49453330
2821,Frechilla,42.13705513,768.0,187,673402,-4.83872998
2822,Frechilla de Almazán,41.42625614,984.0,26,674202,-2.51539468
2823,Fregenal de la Sierra,38.16988677,572.0,5001,700604,-6.65364856
2824,"Fregeneda, La",40.98811651,525.0,384,673701,-6.86630158
2825,Freginals,40.67159733,123.0,405,694304,0.52037477
2826,Freila,37.52882525,795.0,985,611802,-2.90951304
2827,Fresneda de Altarejos,39.92519278,902.0,62,681602,-2.31395832
2828,Fresneda de Cuéllar,41.31827511,764.0,174,674001,-4.45039191
2829,Fresneda de la Sierra,40.39120390,993.0,55,681602,-2.14243248
2830,Fresneda de la Sierra Tirón,42.31438647,995.0,134,670905,-3.13660397
2831,"Fresneda, La",40.92961261,582.0,468,624403,0.07417210
2832,Fresnedilla,40.23195590,622.0,122,670503,-4.62111813
2833,Fresnedillas de la Oliva,40.48759971,899.0,1545,722801,-4.17012337
2834,Fresnedoso,40.43627533,1022.0,116,673702,-5.70944231
2835,Fresnedoso de Ibor,39.68490075,515.0,304,701004,-5.50944423
2836,Fresneña,42.41413139,846.0,86,670905,-3.13469236
2837,Fresnillo de las Dueñas,41.64742690,805.0,626,670904,-3.64448173
2838,Fresno Alhándiga,40.71243985,832.0,263,673701,-5.61622360
2839,Fresno de Cantespino,41.36829058,1033.0,267,674002,-3.49933621
2840,Fresno de Caracena,41.45235194,962.0,26,674202,-3.09258991
2841,Fresno de Rodilla,42.41882260,978.0,49,670904,-3.48354488
2842,Fresno de Río Tirón,42.45978176,703.0,190,670902,-3.17583879
2843,Fresno de Sayago,41.31866731,798.0,205,674902,-5.97144088
2844,Fresno de Torote,40.59279221,653.0,2020,722802,-3.41188083
2845,Fresno de la Fuente,41.39333339,1030.0,90,674001,-3.64474255
2846,Fresno de la Polvorosa,42.08290998,720.0,159,674902,-5.76931975
2847,Fresno de la Ribera,41.52927639,664.0,389,674902,-5.56578083
2848,Fresno de la Vega,42.34406068,753.0,608,672403,-5.53615652
2849,Fresno del Río,42.68080706,1014.0,189,673401,-4.81777216
2850,Fresno el Viejo,41.19673140,759.0,967,674701,-5.14632720
2851,"Fresno, El",40.61418940,1074.0,592,670502,-4.75728726
2852,Friera de Valverde,41.91181925,719.0,190,674902,-5.84238489
2853,Frigiliana,36.79299972,315.0,3093,612904,-3.89875687
2854,Friol,43.02919268,477.0,4004,712702,-7.79256188
2855,Frontera,27.75610338,321.0,3901,659501,-17.99838148
2856,"Frontera, La",40.40199529,976.0,180,681602,-2.21843422
2857,Aldai,43.33030958,59.0,555,754801,-2.78340441
2858,Frumales,41.38421070,816.0,136,674001,-4.18702936
2859,Fréscano,41.87431759,301.0,207,625002,-1.44954604
2860,Frías,42.76078471,527.0,272,670902,-3.29339547
2861,Frías de Albarracín,40.33786805,1462.0,144,624401,-1.61546672
2862,Frómista,42.26774321,789.0,831,673402,-4.40256752
2863,Fuembellida,40.75471581,1226.0,13,681902,-1.99928026
2864,Fuencaliente,38.40486189,695.0,1088,681304,-4.30518482
2865,"Canarios, Los",28.50244196,516.0,1745,659304,-17.85768209
2866,Fuencemillán,40.92314931,847.0,102,681903,-3.10168640
2867,Fuendejalón,41.76075772,469.0,859,625002,-1.47203733
2868,Fuendetodos,41.34240218,752.0,153,625002,-0.95939508
2869,Fuenferrada,40.86955938,1132.0,62,624402,-1.01218826
2870,Fuengirola,36.53902839,6.0,75856,612903,-4.62378308
2871,Fuenlabrada,40.28221895,662.0,195864,722802,-3.79085287
2872,Fuenlabrada de los Montes,39.13206947,539.0,1930,700602,-4.93448349
2873,Fuenllana,38.75592383,905.0,271,681302,-2.95811796
2874,Fuenmayor,42.46726911,433.0,3156,762601,-2.56205791
2875,Fuensaldaña,41.70727852,746.0,1468,674701,-4.76541720
2876,Fuensalida,40.05108914,591.0,11132,684502,-4.20979125
2877,Fuensanta,39.24466001,693.0,345,680201,-2.06725219
2878,Fuensanta de Martos,37.64735327,719.0,3160,612304,-3.90576357
2879,Fuente Encalada,42.11102597,753.0,114,674902,-5.99429115
2880,Fuente Obejuna,38.26702154,627.0,4961,611401,-5.41923282
2881,Fuente Palmera,37.70323501,158.0,11068,611402,-5.10411463
2882,Fuente Vaqueros,37.21996834,544.0,4479,611801,-3.78484242
2883,Fuente de Cantos,38.24660131,582.0,5002,700604,-6.30921689
2884,Fuente de Pedro Naharro,39.92224247,764.0,1295,681603,-3.00919743
2885,Fuente de Piedra,37.13550920,442.0,2612,612901,-4.73195066
2886,"Fuente de San Esteban, La",40.80178071,769.0,1391,673701,-6.25745838
2887,Fuente de Santa Cruz,41.20938078,825.0,130,674001,-4.63421983
2888,Fuente del Arco,38.15182185,698.0,719,700604,-5.89717958
2889,Fuente del Maestre,38.52863453,440.0,6906,700603,-6.44944794
2890,Fuente el Fresno,39.23050771,691.0,3432,681301,-3.77465247
2891,Fuente el Olmo de Fuentidueña,41.38120175,850.0,180,674001,-4.00045631
2892,Fuente el Olmo de Íscar,41.27979826,779.0,71,674001,-4.49453076
2893,Fuente el Saz de Jarama,40.63284184,639.0,6409,722802,-3.51417693
2894,Fuente el Saúz,40.97751384,876.0,189,670501,-4.90922087
2895,Fuente el Sol,41.17545929,757.0,194,674701,-4.93578284
2896,Fuente la Lancha,38.42211433,560.0,365,611401,-5.04888706
2897,Fuente la Reina,40.06417310,808.0,54,771203,-0.60911460
2898,Fuente Álamo de Murcia,37.72387030,127.0,16338,733005,-1.17020102
2899,Fuente-Olmedo,41.24472988,791.0,41,674701,-4.64720162
2900,Fuente-Tójar,37.50974593,597.0,721,611403,-4.14651434
2901,Fuente-Álamo,38.69314229,820.0,2652,680203,-1.43170411
2902,Fuentealbilla,39.26773579,670.0,1931,680201,-1.54879364
2903,Fuentearmegil,41.71503179,989.0,203,674202,-3.18236149
2904,Fuentebureba,42.63379704,681.0,46,670902,-3.23447784
2905,Fuentecambrón,41.50495659,1023.0,42,674202,-3.32880948
2906,Fuentecantos,41.84870078,1029.0,55,674201,-2.42878454
2907,Fuentecén,41.62824824,821.0,239,670904,-3.87022720
2908,Fuenteguinaldo,40.42868622,856.0,714,673701,-6.67624797
2909,Fuenteheridos,37.90449189,715.0,625,612101,-6.66197346
2910,Fuentelahiguera de Albatages,40.78459603,901.0,134,681903,-3.30768706
2911,Fuentelapeña,41.25356651,737.0,795,674902,-5.38249640
2912,Fuentelcésped,41.59151372,884.0,219,670904,-3.64080598
2913,Fuentelencina,40.51786586,971.0,307,681903,-2.88099817
2914,Fuentelespino de Haro,39.69004964,851.0,279,681603,-2.66971638
2915,Fuentelespino de Moya,39.92038263,1104.0,123,681602,-1.46973130
2916,Fuenteliante,40.87510199,723.0,117,673701,-6.57272133
2917,Fuentelisendo,41.62360723,851.0,102,670904,-3.90103978
2918,Fuentelmonge,41.42160886,861.0,79,674202,-2.18818245
2919,Fuentelsaz,41.07220922,1120.0,103,681902,-1.83203685
2920,Fuentelsaz de Soria,41.86736187,1091.0,57,674201,-2.41426702
2921,Fuentelviejo,40.52622332,887.0,53,681903,-2.98565725
2922,Fuentemolinos,41.60482270,882.0,101,670904,-3.84946328
2923,Jábaga,40.08622198,968.0,573,681602,-2.26399333
2924,Fuentenebro,41.52841317,927.0,146,670904,-3.75381657
2925,Fuentenovilla,40.36557991,807.0,565,681903,-3.09427599
2926,Fuentepelayo,41.22079086,865.0,937,674001,-4.17680373
2927,Fuentepinilla,41.56804620,936.0,99,674202,-2.76327068
2928,Fuentepiñel,41.40031729,889.0,105,674001,-4.04290673
2929,Fuenterrebollo,41.29736656,927.0,359,674001,-3.93292072
2930,Fuenterroble de Salvatierra,40.56262976,955.0,256,673702,-5.73319574
2931,Fuenterrobles,39.58478289,879.0,705,774601,-1.36565215
2932,Fuentes,39.94984979,1023.0,483,681602,-2.02241033
2933,Fuentes Calientes,40.69997750,1210.0,111,624401,-0.97889344
2934,Fuentes Claras,40.86382198,912.0,531,624401,-1.32333240
2935,Fuentes de Andalucía,37.46271648,180.0,7188,614102,-5.34761743
2936,Fuentes de Ayódar,40.02071303,506.0,135,771203,-0.41925225
2937,Fuentes de Año,41.01754859,822.0,131,670501,-4.89800749
2938,Fuentes de Béjar,40.50675587,911.0,251,673702,-5.69454248
2939,Fuentes de Carbajal,42.17806773,803.0,102,672403,-5.44596586
2940,Fuentes de Ebro,41.51287994,192.0,4643,625003,-0.63028731
2941,Fuentes de Jiloca,41.22889379,705.0,243,625002,-1.53614556
2942,Fuentes de León,38.06794873,753.0,2430,700604,-6.53885280
2943,Fuentes de Magaña,41.93464260,1145.0,83,674201,-2.17925557
2944,Fuentes de Nava,42.08325865,754.0,695,673402,-4.78186236
2945,Fuentes de Oñoro,40.58946359,734.0,1141,673701,-6.81175012
2946,Fuentes de Ropel,42.00341610,717.0,433,674902,-5.54671956
2947,Fuentes de Rubielos,40.16925932,957.0,121,624402,-0.61900219
2948,Fuentes de Valdepero,42.07140806,786.0,394,673402,-4.50023215
2949,Fuentesaúco,41.23135382,800.0,1740,674902,-5.49562873
2950,Fuentesaúco de Fuentidueña,41.42450342,892.0,261,674001,-4.06250110
2951,Fuentesecas,41.62875678,788.0,65,674902,-5.47519282
2952,Fuentesoto,41.45672746,930.0,120,674001,-3.91860383
2953,Fuentespalda,40.80653192,713.0,299,624403,0.06510273
2954,Fuentespina,41.63134947,844.0,767,670904,-3.68370032
2955,Fuentespreadas,41.32613479,763.0,322,674902,-5.62768464
2956,Fuentestrún,41.87456680,1007.0,54,674201,-2.08170200
2957,Fuentidueña,41.44150973,862.0,150,674001,-3.98028945
2958,Fuentidueña de Tajo,40.11866219,563.0,2026,722803,-3.15943678
2959,Fuerte del Rey,37.87396550,436.0,1402,612303,-3.88436808
2960,Fuertescusa,40.47522142,982.0,77,681602,-2.17584717
2961,Tierrantona,42.37034588,636.0,622,622201,0.27252753
2962,"Fuliola, La",41.71368711,272.0,1294,692503,1.01838395
2963,Fulleda,41.46352787,583.0,98,692503,1.02457018
2964,Funes,42.31454701,315.0,2488,743104,-1.80369223
2965,Fustiñana,42.02164255,261.0,2528,743104,-1.48535665
2966,Férez,38.35567013,682.0,719,680202,-2.00953934
2967,Fígols,42.18162310,1175.0,43,690801,1.83665289
2968,Fígols,42.20207892,601.0,260,692502,1.33806830
2969,Fórnoles,40.89500516,706.0,78,624403,-0.00352647
2970,Gabaldón,39.62590510,920.0,194,681603,-1.94481967
2971,Gabia la Grande,37.13643395,676.0,19364,611801,-3.66739217
2972,Gabiria,43.04975224,418.0,497,752002,-2.27993401
